PO_ID,Supplier,Material,Category,Quantity,Unit_Price_USD,Total_Spend_USD,Purchase_Date,Lead_Time_Days,Delivery_Date,On_Time,Facility,Country
PO-10310,NovaChem Ltd,Glass Vials,Packaging,3027,3.66,11078.82,2024-11-01,18,2024-11-26,No,"Facility A - New Brunswick, NJ",China
PO-10939,ChemPro Solutions,Filtration Media,Manufacturing Consumables,1352,54.61,73832.72,2024-11-01,20,2024-12-01,No,"Facility A - New Brunswick, NJ",India
PO-10796,Meridian Chem Group,Cold Chain Packaging,Packaging,721,18.21,13129.41,2024-11-02,16,2024-11-19,Yes,"Facility A - New Brunswick, NJ",China
PO-10383,NovaChem Ltd,Packaging Film,Packaging,3064,10.7,32784.8,2024-11-03,7,2024-11-08,Yes,Facility E - Singapore,China
PO-10315,PharmaCorp Global,Excipients,Raw Materials,852,79.86,68040.72,2024-11-03,22,2024-11-23,Yes,"Facility A - New Brunswick, NJ",USA
PO-10654,MedSource Industries,Stainless Steel Components,Manufacturing Consumables,686,328.29,225206.94,2024-11-04,20,2024-11-22,Yes,"Facility B - Indianapolis, IN",USA
PO-10992,PharmaCorp Global,Lab Reagents,Lab Supplies,2703,118.33,319845.99,2024-11-04,14,2024-11-19,Yes,"Facility A - New Brunswick, NJ",USA
PO-11103,GlobalMed Ingredients,Packaging Film,Packaging,2446,13.61,33290.06,2024-11-05,5,2024-11-10,Yes,"Facility D - Cork, Ireland",Ireland
PO-10781,ChemPro Solutions,Glass Vials,Packaging,129,3.51,452.79,2024-11-06,14,2024-11-18,Yes,Facility E - Singapore,India
PO-10354,PurePharm Supply Co,Cold Chain Packaging,Packaging,3358,25.92,87039.36,2024-11-09,15,2024-11-24,Yes,Facility E - Singapore,USA
PO-10071,BioSupply Partners,Sterile Syringes,Medical Devices,618,3.43,2119.74,2024-11-10,13,2024-11-30,No,"Facility A - New Brunswick, NJ",Germany
PO-10430,BioSupply Partners,Packaging Film,Packaging,2498,17.72,44264.56,2024-11-11,14,2024-11-26,Yes,"Facility D - Cork, Ireland",Germany
PO-10415,ChemPro Solutions,Lab Reagents,Lab Supplies,728,82.34,59943.52,2024-11-11,21,2024-11-30,Yes,"Facility B - Indianapolis, IN",India
PO-10867,BioSupply Partners,Sterile Syringes,Medical Devices,1034,3.59,3712.06,2024-11-12,18,2024-11-30,Yes,"Facility A - New Brunswick, NJ",Germany
PO-11051,PurePharm Supply Co,Lab Reagents,Lab Supplies,328,138.84,45539.52,2024-11-12,13,2024-11-25,Yes,"Facility B - Indianapolis, IN",USA
PO-10353,Meridian Chem Group,Excipients,Raw Materials,1128,68.1,76816.8,2024-11-12,30,2024-12-10,Yes,"Facility D - Cork, Ireland",China
PO-10244,PurePharm Supply Co,Glass Vials,Packaging,1038,5.52,5729.76,2024-11-13,12,2024-11-23,Yes,"Facility A - New Brunswick, NJ",USA
PO-10680,NovaChem Ltd,Excipients,Raw Materials,1012,52.7,53332.4,2024-11-13,32,2024-12-17,Yes,Facility C - Puerto Rico,China
PO-10677,BioSupply Partners,Excipients,Raw Materials,3778,87.88,332010.64,2024-11-13,16,2024-11-28,Yes,"Facility D - Cork, Ireland",Germany
PO-10946,PharmaCorp Global,Packaging Film,Packaging,3522,16.03,56457.66,2024-11-14,6,2024-12-05,No,"Facility D - Cork, Ireland",USA
PO-10076,Apex Pharma Materials,Filtration Media,Manufacturing Consumables,347,65.51,22731.97,2024-11-14,26,2024-12-08,Yes,"Facility A - New Brunswick, NJ",Switzerland
PO-10683,PurePharm Supply Co,Packaging Film,Packaging,3299,15.52,51200.48,2024-11-15,11,2024-11-24,Yes,"Facility A - New Brunswick, NJ",USA
PO-11189,PurePharm Supply Co,Blister Packs,Packaging,874,7.45,6511.3,2024-11-15,14,2024-11-27,Yes,"Facility B - Indianapolis, IN",USA
PO-10449,ChemPro Solutions,Stainless Steel Components,Manufacturing Consumables,3586,232.58,834031.88,2024-11-15,47,2025-01-13,No,"Facility A - New Brunswick, NJ",India
PO-10273,GlobalMed Ingredients,Packaging Film,Packaging,2386,15.19,36243.34,2024-11-16,9,2024-11-27,Yes,Facility E - Singapore,Ireland
PO-10663,GlobalMed Ingredients,Blister Packs,Packaging,1410,8.65,12196.5,2024-11-18,10,2024-11-28,Yes,Facility C - Puerto Rico,Ireland
PO-10027,BioSupply Partners,Active Pharmaceutical Ingredient (API),Raw Materials,1121,468.99,525737.79,2024-11-18,39,2024-12-25,Yes,"Facility B - Indianapolis, IN",Germany
PO-11015,Apex Pharma Materials,Packaging Film,Packaging,3283,15.87,52101.21,2024-11-19,10,2024-11-29,Yes,Facility E - Singapore,Switzerland
PO-10128,NovaChem Ltd,Glass Vials,Packaging,1642,4.05,6650.1,2024-11-19,19,2024-12-07,Yes,"Facility A - New Brunswick, NJ",China
PO-10998,PharmaCorp Global,Cold Chain Packaging,Packaging,4599,24.64,113319.36,2024-11-20,6,2024-11-24,Yes,"Facility D - Cork, Ireland",USA
PO-10573,PurePharm Supply Co,Excipients,Raw Materials,976,78.98,77084.48,2024-11-20,16,2024-12-04,Yes,Facility C - Puerto Rico,USA
PO-11155,PurePharm Supply Co,Sterile Syringes,Medical Devices,1405,3.31,4650.55,2024-11-21,20,2024-12-13,Yes,"Facility D - Cork, Ireland",USA
PO-10327,NovaChem Ltd,Packaging Film,Packaging,2668,11.83,31562.44,2024-11-21,4,2024-11-26,Yes,Facility C - Puerto Rico,China
PO-10018,NovaChem Ltd,Lab Reagents,Lab Supplies,614,85.16,52288.24,2024-11-21,18,2024-12-09,Yes,"Facility D - Cork, Ireland",China
PO-10048,NovaChem Ltd,Packaging Film,Packaging,2756,10.36,28552.16,2024-11-22,10,2024-12-08,No,"Facility D - Cork, Ireland",China
PO-11059,PharmaCorp Global,Active Pharmaceutical Ingredient (API),Raw Materials,537,480.74,258157.38,2024-11-23,33,2024-12-27,Yes,Facility C - Puerto Rico,USA
PO-10385,PharmaCorp Global,Lab Reagents,Lab Supplies,1772,118.21,209468.12,2024-11-23,10,2024-12-18,No,Facility C - Puerto Rico,USA
PO-10685,GlobalMed Ingredients,Active Pharmaceutical Ingredient (API),Raw Materials,1195,505.97,604634.15,2024-11-24,46,2025-01-08,Yes,Facility E - Singapore,Ireland
PO-10907,Vertex Bio Supply,Lab Reagents,Lab Supplies,1228,91.02,111772.56,2024-11-25,17,2024-12-15,No,"Facility B - Indianapolis, IN",India
PO-10530,Apex Pharma Materials,Lab Reagents,Lab Supplies,1533,122.33,187531.89,2024-11-25,22,2024-12-19,Yes,Facility C - Puerto Rico,Switzerland
PO-10320,MedSource Industries,Glass Vials,Packaging,987,4.59,4530.33,2024-11-26,15,2024-12-12,Yes,"Facility A - New Brunswick, NJ",USA
PO-11152,BioSupply Partners,Sterile Syringes,Medical Devices,1931,2.94,5677.14,2024-11-26,16,2024-12-10,Yes,Facility C - Puerto Rico,Germany
PO-10810,GlobalMed Ingredients,Glass Vials,Packaging,990,5.51,5454.9,2024-11-26,23,2024-12-20,Yes,"Facility A - New Brunswick, NJ",Ireland
PO-10929,NovaChem Ltd,Stainless Steel Components,Manufacturing Consumables,1098,214.41,235422.18,2024-11-27,40,2025-01-08,Yes,Facility E - Singapore,China
PO-10787,PharmaCorp Global,Lab Reagents,Lab Supplies,2213,121.22,268259.86,2024-11-28,16,2024-12-15,Yes,Facility C - Puerto Rico,USA
PO-10833,BioSupply Partners,Sterile Syringes,Medical Devices,2327,3.64,8470.28,2024-11-28,16,2024-12-12,Yes,"Facility D - Cork, Ireland",Germany
PO-10237,ChemPro Solutions,Stainless Steel Components,Manufacturing Consumables,235,209.35,49197.25,2024-11-29,39,2025-01-08,Yes,Facility C - Puerto Rico,India
PO-10417,Meridian Chem Group,Sterile Syringes,Medical Devices,1142,2.0,2284.0,2024-11-29,16,2024-12-14,Yes,"Facility B - Indianapolis, IN",China
PO-10493,PharmaCorp Global,Active Pharmaceutical Ingredient (API),Raw Materials,1676,437.86,733853.36,2024-11-29,48,2025-01-18,Yes,Facility E - Singapore,USA
PO-10077,PurePharm Supply Co,Lab Reagents,Lab Supplies,525,147.68,77532.0,2024-11-29,15,2024-12-15,Yes,Facility E - Singapore,USA
PO-10404,PharmaCorp Global,Filtration Media,Manufacturing Consumables,501,76.39,38271.39,2024-11-30,26,2024-12-26,Yes,Facility E - Singapore,USA
PO-10061,MedSource Industries,Packaging Film,Packaging,1589,15.18,24121.02,2024-11-30,12,2024-12-11,Yes,"Facility D - Cork, Ireland",USA
PO-10351,Vertex Bio Supply,Stainless Steel Components,Manufacturing Consumables,799,268.42,214467.58,2024-11-30,36,2025-01-07,Yes,Facility C - Puerto Rico,India
PO-10815,GlobalMed Ingredients,Packaging Film,Packaging,3858,13.01,50192.58,2024-12-01,16,2024-12-19,Yes,Facility E - Singapore,Ireland
PO-10516,PurePharm Supply Co,Blister Packs,Packaging,1030,9.45,9733.5,2024-12-02,15,2024-12-16,Yes,"Facility B - Indianapolis, IN",USA
PO-10812,PharmaCorp Global,Blister Packs,Packaging,2251,7.26,16342.26,2024-12-04,15,2024-12-20,Yes,Facility C - Puerto Rico,USA
PO-11130,BioSupply Partners,Active Pharmaceutical Ingredient (API),Raw Materials,3164,453.41,1434589.24,2024-12-05,47,2025-01-22,Yes,"Facility A - New Brunswick, NJ",Germany
PO-10508,Meridian Chem Group,Excipients,Raw Materials,1369,66.88,91558.72,2024-12-05,10,2024-12-17,Yes,"Facility B - Indianapolis, IN",China
PO-10154,GlobalMed Ingredients,Lab Reagents,Lab Supplies,2836,128.77,365191.72,2024-12-06,13,2024-12-21,Yes,Facility E - Singapore,Ireland
PO-11125,GlobalMed Ingredients,Stainless Steel Components,Manufacturing Consumables,2564,300.44,770328.16,2024-12-07,23,2024-12-31,Yes,"Facility D - Cork, Ireland",Ireland
PO-10875,Vertex Bio Supply,Filtration Media,Manufacturing Consumables,1867,53.52,99921.84,2024-12-07,21,2024-12-28,Yes,Facility C - Puerto Rico,India
PO-11065,PharmaCorp Global,Glass Vials,Packaging,1531,5.57,8527.67,2024-12-07,15,2024-12-20,Yes,Facility C - Puerto Rico,USA
PO-10737,PharmaCorp Global,Stainless Steel Components,Manufacturing Consumables,1963,298.53,586014.39,2024-12-08,30,2025-01-09,Yes,"Facility A - New Brunswick, NJ",USA
PO-10535,Vertex Bio Supply,Filtration Media,Manufacturing Consumables,853,46.15,39365.95,2024-12-08,32,2025-01-07,Yes,Facility E - Singapore,India
PO-10941,Meridian Chem Group,Glass Vials,Packaging,2345,3.78,8864.1,2024-12-08,15,2024-12-24,Yes,"Facility B - Indianapolis, IN",China
PO-11042,GlobalMed Ingredients,Cold Chain Packaging,Packaging,643,24.32,15637.76,2024-12-09,6,2024-12-17,Yes,Facility C - Puerto Rico,Ireland
PO-10746,PharmaCorp Global,Glass Vials,Packaging,161,5.47,880.67,2024-12-11,11,2024-12-24,Yes,"Facility D - Cork, Ireland",USA
PO-10089,NovaChem Ltd,Excipients,Raw Materials,1604,59.66,95694.64,2024-12-12,12,2024-12-24,Yes,"Facility A - New Brunswick, NJ",China
PO-11032,Apex Pharma Materials,Glass Vials,Packaging,397,6.51,2584.47,2024-12-13,8,2024-12-19,Yes,"Facility D - Cork, Ireland",Switzerland
PO-10447,Vertex Bio Supply,Lab Reagents,Lab Supplies,2091,92.71,193856.61,2024-12-13,18,2025-01-15,No,"Facility B - Indianapolis, IN",India
PO-10460,GlobalMed Ingredients,Sterile Syringes,Medical Devices,1221,2.77,3382.17,2024-12-13,15,2024-12-28,Yes,"Facility D - Cork, Ireland",Ireland
PO-11164,PharmaCorp Global,Filtration Media,Manufacturing Consumables,731,63.16,46169.96,2024-12-13,16,2024-12-31,Yes,"Facility B - Indianapolis, IN",USA
PO-10916,PurePharm Supply Co,Active Pharmaceutical Ingredient (API),Raw Materials,1837,481.8,885066.6,2024-12-13,59,2025-02-08,Yes,"Facility D - Cork, Ireland",USA
PO-10300,PurePharm Supply Co,Excipients,Raw Materials,3341,79.81,266645.21,2024-12-14,20,2025-01-05,Yes,Facility E - Singapore,USA
PO-10978,ChemPro Solutions,Glass Vials,Packaging,1642,3.73,6124.66,2024-12-14,19,2025-01-20,No,"Facility B - Indianapolis, IN",India
PO-10752,Vertex Bio Supply,Filtration Media,Manufacturing Consumables,2435,52.85,128689.75,2024-12-16,29,2025-01-12,Yes,Facility C - Puerto Rico,India
PO-10534,Vertex Bio Supply,Filtration Media,Manufacturing Consumables,916,52.17,47787.72,2024-12-17,29,2025-01-14,Yes,"Facility B - Indianapolis, IN",India
PO-10171,ChemPro Solutions,Sterile Syringes,Medical Devices,2168,2.23,4834.64,2024-12-18,18,2025-01-03,Yes,"Facility A - New Brunswick, NJ",India
PO-10227,NovaChem Ltd,Sterile Syringes,Medical Devices,443,2.29,1014.47,2024-12-18,18,2025-01-06,Yes,"Facility B - Indianapolis, IN",China
PO-11169,NovaChem Ltd,Packaging Film,Packaging,1510,10.55,15930.5,2024-12-18,9,2024-12-27,Yes,"Facility B - Indianapolis, IN",China
PO-10276,GlobalMed Ingredients,Stainless Steel Components,Manufacturing Consumables,1307,272.39,356013.73,2024-12-19,19,2025-01-05,Yes,"Facility D - Cork, Ireland",Ireland
PO-11047,Vertex Bio Supply,Sterile Syringes,Medical Devices,880,2.52,2217.6,2024-12-19,18,2025-01-05,Yes,"Facility A - New Brunswick, NJ",India
PO-10281,Apex Pharma Materials,Sterile Syringes,Medical Devices,1329,3.83,5090.07,2024-12-20,15,2025-01-03,Yes,Facility C - Puerto Rico,Switzerland
PO-10475,Vertex Bio Supply,Lab Reagents,Lab Supplies,1072,87.44,93735.68,2024-12-20,15,2025-01-04,Yes,"Facility B - Indianapolis, IN",India
PO-11081,Meridian Chem Group,Excipients,Raw Materials,1377,54.61,75197.97,2024-12-21,33,2025-01-21,Yes,Facility E - Singapore,China
PO-10708,Vertex Bio Supply,Lab Reagents,Lab Supplies,3219,99.73,321030.87,2024-12-21,17,2025-01-09,Yes,"Facility D - Cork, Ireland",India
PO-10053,NovaChem Ltd,Lab Reagents,Lab Supplies,3435,102.38,351675.3,2024-12-23,14,2025-01-07,Yes,Facility E - Singapore,China
PO-11003,Meridian Chem Group,Excipients,Raw Materials,76,64.47,4899.72,2024-12-24,23,2025-01-31,No,"Facility D - Cork, Ireland",China
PO-10064,BioSupply Partners,Cold Chain Packaging,Packaging,5509,26.1,143784.9,2024-12-25,10,2025-01-02,Yes,Facility C - Puerto Rico,Germany
PO-10292,Meridian Chem Group,Cold Chain Packaging,Packaging,1782,18.76,33430.32,2024-12-25,18,2025-01-25,No,Facility C - Puerto Rico,China
PO-10672,GlobalMed Ingredients,Blister Packs,Packaging,1862,9.26,17242.12,2024-12-28,15,2025-01-21,No,Facility C - Puerto Rico,Ireland
PO-10256,MedSource Industries,Blister Packs,Packaging,481,7.16,3443.96,2024-12-28,12,2025-01-08,Yes,Facility C - Puerto Rico,USA
PO-10349,Vertex Bio Supply,Stainless Steel Components,Manufacturing Consumables,1114,224.11,249658.54,2024-12-29,49,2025-02-14,Yes,Facility E - Singapore,India
PO-10917,Apex Pharma Materials,Lab Reagents,Lab Supplies,317,147.26,46681.42,2024-12-29,22,2025-01-19,Yes,Facility C - Puerto Rico,Switzerland
PO-10107,BioSupply Partners,Glass Vials,Packaging,2195,5.59,12270.05,2024-12-30,16,2025-01-13,Yes,"Facility A - New Brunswick, NJ",Germany
PO-10542,Apex Pharma Materials,Sterile Syringes,Medical Devices,1852,3.21,5944.92,2024-12-31,15,2025-01-25,No,"Facility D - Cork, Ireland",Switzerland
PO-10877,GlobalMed Ingredients,Cold Chain Packaging,Packaging,1139,20.46,23303.94,2024-12-31,10,2025-01-11,Yes,Facility E - Singapore,Ireland
PO-10151,Apex Pharma Materials,Blister Packs,Packaging,3549,9.05,32118.45,2025-01-01,12,2025-01-14,Yes,Facility C - Puerto Rico,Switzerland
PO-10330,NovaChem Ltd,Lab Reagents,Lab Supplies,625,101.19,63243.75,2025-01-01,17,2025-01-20,Yes,Facility C - Puerto Rico,China
PO-10859,Meridian Chem Group,Lab Reagents,Lab Supplies,747,105.42,78748.74,2025-01-01,19,2025-01-30,No,Facility C - Puerto Rico,China
PO-10546,MedSource Industries,Excipients,Raw Materials,1417,88.78,125801.26,2025-01-02,29,2025-01-29,Yes,Facility E - Singapore,USA
PO-10830,PharmaCorp Global,Excipients,Raw Materials,1912,71.79,137262.48,2025-01-02,27,2025-01-28,Yes,Facility C - Puerto Rico,USA
PO-10306,GlobalMed Ingredients,Sterile Syringes,Medical Devices,1452,2.84,4123.68,2025-01-02,24,2025-01-27,Yes,"Facility A - New Brunswick, NJ",Ireland
PO-11105,Meridian Chem Group,Sterile Syringes,Medical Devices,701,2.01,1409.01,2025-01-03,17,2025-01-19,Yes,"Facility B - Indianapolis, IN",China
PO-10580,GlobalMed Ingredients,Lab Reagents,Lab Supplies,2060,120.15,247509.0,2025-01-03,16,2025-01-21,Yes,"Facility A - New Brunswick, NJ",Ireland
PO-10947,Meridian Chem Group,Blister Packs,Packaging,1392,5.77,8031.84,2025-01-03,17,2025-01-18,Yes,"Facility A - New Brunswick, NJ",China
PO-10466,Apex Pharma Materials,Cold Chain Packaging,Packaging,1481,25.97,38461.57,2025-01-04,12,2025-01-17,Yes,Facility E - Singapore,Switzerland
PO-10217,Meridian Chem Group,Blister Packs,Packaging,2333,6.36,14837.88,2025-01-05,8,2025-01-27,No,"Facility A - New Brunswick, NJ",China
PO-10378,GlobalMed Ingredients,Sterile Syringes,Medical Devices,445,3.13,1392.85,2025-01-05,8,2025-02-01,No,"Facility B - Indianapolis, IN",Ireland
PO-11045,Vertex Bio Supply,Lab Reagents,Lab Supplies,1117,110.51,123439.67,2025-01-06,20,2025-01-26,Yes,"Facility A - New Brunswick, NJ",India
PO-11118,Apex Pharma Materials,Glass Vials,Packaging,416,5.25,2184.0,2025-01-06,14,2025-01-19,Yes,"Facility D - Cork, Ireland",Switzerland
PO-11111,NovaChem Ltd,Packaging Film,Packaging,596,11.03,6573.88,2025-01-06,7,2025-01-14,Yes,"Facility D - Cork, Ireland",China
PO-10649,Meridian Chem Group,Packaging Film,Packaging,4162,11.68,48612.16,2025-01-06,7,2025-01-14,Yes,"Facility D - Cork, Ireland",China
PO-10163,Vertex Bio Supply,Glass Vials,Packaging,1147,4.08,4679.76,2025-01-07,17,2025-01-24,Yes,Facility E - Singapore,India
PO-10581,ChemPro Solutions,Active Pharmaceutical Ingredient (API),Raw Materials,4012,375.01,1504540.12,2025-01-07,16,2025-02-04,No,"Facility B - Indianapolis, IN",India
PO-10896,PharmaCorp Global,Filtration Media,Manufacturing Consumables,2755,72.16,198800.8,2025-01-07,26,2025-02-15,No,"Facility B - Indianapolis, IN",USA
PO-11005,Vertex Bio Supply,Cold Chain Packaging,Packaging,1426,17.21,24541.46,2025-01-09,12,2025-01-20,Yes,"Facility D - Cork, Ireland",India
PO-10319,GlobalMed Ingredients,Excipients,Raw Materials,1761,75.49,132937.89,2025-01-09,24,2025-02-02,Yes,Facility C - Puerto Rico,Ireland
PO-11013,ChemPro Solutions,Sterile Syringes,Medical Devices,1368,2.33,3187.44,2025-01-09,19,2025-01-26,Yes,"Facility B - Indianapolis, IN",India
PO-10739,Vertex Bio Supply,Active Pharmaceutical Ingredient (API),Raw Materials,95,390.04,37053.8,2025-01-10,51,2025-03-03,Yes,"Facility D - Cork, Ireland",India
PO-10228,Meridian Chem Group,Blister Packs,Packaging,1897,6.73,12766.81,2025-01-11,11,2025-01-23,Yes,"Facility D - Cork, Ireland",China
PO-10452,PurePharm Supply Co,Stainless Steel Components,Manufacturing Consumables,1533,330.4,506503.2,2025-01-11,47,2025-02-28,Yes,Facility E - Singapore,USA
PO-11011,PurePharm Supply Co,Lab Reagents,Lab Supplies,775,124.76,96689.0,2025-01-12,24,2025-02-04,Yes,Facility C - Puerto Rico,USA
PO-10248,MedSource Industries,Blister Packs,Packaging,1126,6.83,7690.58,2025-01-12,9,2025-01-19,Yes,"Facility B - Indianapolis, IN",USA
PO-11090,PurePharm Supply Co,Sterile Syringes,Medical Devices,1329,2.95,3920.55,2025-01-13,18,2025-01-29,Yes,"Facility D - Cork, Ireland",USA
PO-10259,NovaChem Ltd,Glass Vials,Packaging,1314,3.38,4441.32,2025-01-13,16,2025-02-03,No,"Facility B - Indianapolis, IN",China
PO-10821,PurePharm Supply Co,Filtration Media,Manufacturing Consumables,1188,71.91,85429.08,2025-01-15,22,2025-02-07,Yes,"Facility A - New Brunswick, NJ",USA
PO-10148,Apex Pharma Materials,Lab Reagents,Lab Supplies,291,127.54,37114.14,2025-01-15,21,2025-02-04,Yes,"Facility A - New Brunswick, NJ",Switzerland
PO-10181,NovaChem Ltd,Active Pharmaceutical Ingredient (API),Raw Materials,1307,364.31,476153.17,2025-01-15,54,2025-03-10,Yes,"Facility A - New Brunswick, NJ",China
PO-10145,PurePharm Supply Co,Glass Vials,Packaging,245,5.78,1416.1,2025-01-16,15,2025-02-02,Yes,"Facility B - Indianapolis, IN",USA
PO-10433,MedSource Industries,Glass Vials,Packaging,3618,5.23,18922.14,2025-01-20,14,2025-02-02,Yes,Facility E - Singapore,USA
PO-10610,BioSupply Partners,Sterile Syringes,Medical Devices,634,2.95,1870.3,2025-01-20,20,2025-02-11,Yes,"Facility D - Cork, Ireland",Germany
PO-10494,Vertex Bio Supply,Lab Reagents,Lab Supplies,120,95.35,11442.0,2025-01-20,18,2025-02-09,Yes,"Facility D - Cork, Ireland",India
PO-10187,GlobalMed Ingredients,Lab Reagents,Lab Supplies,1974,104.45,206184.3,2025-01-20,21,2025-02-12,Yes,Facility E - Singapore,Ireland
PO-10906,Apex Pharma Materials,Active Pharmaceutical Ingredient (API),Raw Materials,1849,520.69,962755.81,2025-01-21,44,2025-03-05,Yes,"Facility D - Cork, Ireland",Switzerland
PO-10015,ChemPro Solutions,Active Pharmaceutical Ingredient (API),Raw Materials,1317,381.2,502040.4,2025-01-21,44,2025-03-04,Yes,"Facility A - New Brunswick, NJ",India
PO-10050,MedSource Industries,Sterile Syringes,Medical Devices,2420,3.16,7647.2,2025-01-21,23,2025-02-11,Yes,"Facility D - Cork, Ireland",USA
PO-10489,PurePharm Supply Co,Stainless Steel Components,Manufacturing Consumables,730,336.15,245389.5,2025-01-21,33,2025-02-24,Yes,"Facility A - New Brunswick, NJ",USA
PO-10407,Meridian Chem Group,Blister Packs,Packaging,492,6.46,3178.32,2025-01-22,9,2025-02-02,Yes,"Facility D - Cork, Ireland",China
PO-11153,Apex Pharma Materials,Sterile Syringes,Medical Devices,2960,3.34,9886.4,2025-01-23,18,2025-02-10,Yes,"Facility B - Indianapolis, IN",Switzerland
PO-11012,Vertex Bio Supply,Glass Vials,Packaging,796,4.29,3414.84,2025-01-23,16,2025-02-14,No,Facility C - Puerto Rico,India
PO-10141,ChemPro Solutions,Filtration Media,Manufacturing Consumables,770,52.83,40679.1,2025-01-24,23,2025-02-14,Yes,"Facility D - Cork, Ireland",India
PO-10287,NovaChem Ltd,Blister Packs,Packaging,1144,5.43,6211.92,2025-01-25,9,2025-02-05,Yes,"Facility A - New Brunswick, NJ",China
PO-10509,NovaChem Ltd,Packaging Film,Packaging,407,10.49,4269.43,2025-01-25,5,2025-01-30,Yes,"Facility B - Indianapolis, IN",China
PO-10673,GlobalMed Ingredients,Blister Packs,Packaging,3293,7.98,26278.14,2025-01-26,16,2025-02-10,Yes,"Facility D - Cork, Ireland",Ireland
PO-10137,NovaChem Ltd,Cold Chain Packaging,Packaging,179,17.89,3202.31,2025-01-26,17,2025-02-13,Yes,"Facility A - New Brunswick, NJ",China
PO-10749,GlobalMed Ingredients,Blister Packs,Packaging,404,9.16,3700.64,2025-01-27,10,2025-02-08,Yes,"Facility D - Cork, Ireland",Ireland
PO-10727,Apex Pharma Materials,Cold Chain Packaging,Packaging,2923,28.61,83627.03,2025-01-30,14,2025-02-13,Yes,"Facility B - Indianapolis, IN",Switzerland
PO-10645,PharmaCorp Global,Filtration Media,Manufacturing Consumables,1489,64.16,95534.24,2025-01-30,35,2025-03-08,Yes,"Facility B - Indianapolis, IN",USA
PO-10236,BioSupply Partners,Cold Chain Packaging,Packaging,2661,24.88,66205.68,2025-02-01,21,2025-02-24,Yes,Facility E - Singapore,Germany
PO-10637,PharmaCorp Global,Filtration Media,Manufacturing Consumables,1626,77.47,125966.22,2025-02-01,40,2025-03-15,Yes,"Facility B - Indianapolis, IN",USA
PO-10854,PharmaCorp Global,Glass Vials,Packaging,1830,6.02,11016.6,2025-02-01,16,2025-02-16,Yes,Facility C - Puerto Rico,USA
PO-10023,MedSource Industries,Excipients,Raw Materials,2737,83.39,228238.43,2025-02-01,26,2025-02-28,Yes,Facility C - Puerto Rico,USA
PO-10547,BioSupply Partners,Sterile Syringes,Medical Devices,503,3.09,1554.27,2025-02-02,19,2025-02-22,Yes,"Facility D - Cork, Ireland",Germany
PO-10355,BioSupply Partners,Filtration Media,Manufacturing Consumables,423,65.35,27643.05,2025-02-03,33,2025-03-08,Yes,Facility E - Singapore,Germany
PO-11170,PharmaCorp Global,Glass Vials,Packaging,1235,5.75,7101.25,2025-02-03,17,2025-02-22,Yes,"Facility D - Cork, Ireland",USA
PO-10342,Apex Pharma Materials,Filtration Media,Manufacturing Consumables,1993,66.17,131876.81,2025-02-04,19,2025-02-25,Yes,"Facility B - Indianapolis, IN",Switzerland
PO-10060,NovaChem Ltd,Lab Reagents,Lab Supplies,866,102.64,88886.24,2025-02-04,22,2025-02-28,Yes,Facility E - Singapore,China
PO-10536,MedSource Industries,Glass Vials,Packaging,1125,5.01,5636.25,2025-02-05,10,2025-02-16,Yes,Facility E - Singapore,USA
PO-10112,GlobalMed Ingredients,Excipients,Raw Materials,993,70.7,70205.1,2025-02-05,30,2025-03-07,Yes,"Facility D - Cork, Ireland",Ireland
PO-10962,Meridian Chem Group,Filtration Media,Manufacturing Consumables,3916,50.42,197444.72,2025-02-05,25,2025-03-01,Yes,"Facility B - Indianapolis, IN",China
PO-10016,PharmaCorp Global,Excipients,Raw Materials,761,94.29,71754.69,2025-02-06,20,2025-02-28,Yes,"Facility D - Cork, Ireland",USA
PO-10518,MedSource Industries,Active Pharmaceutical Ingredient (API),Raw Materials,3225,500.81,1615112.25,2025-02-07,37,2025-03-16,Yes,"Facility D - Cork, Ireland",USA
PO-10303,ChemPro Solutions,Blister Packs,Packaging,3324,5.81,19312.44,2025-02-07,8,2025-02-14,Yes,Facility C - Puerto Rico,India
PO-11140,Vertex Bio Supply,Lab Reagents,Lab Supplies,2757,90.4,249232.8,2025-02-08,24,2025-03-06,Yes,"Facility D - Cork, Ireland",India
PO-10742,MedSource Industries,Blister Packs,Packaging,372,7.29,2711.88,2025-02-08,16,2025-02-22,Yes,Facility C - Puerto Rico,USA
PO-10106,NovaChem Ltd,Excipients,Raw Materials,3009,68.17,205123.53,2025-02-09,15,2025-02-25,Yes,Facility C - Puerto Rico,China
PO-10314,Vertex Bio Supply,Stainless Steel Components,Manufacturing Consumables,999,268.4,268131.6,2025-02-10,31,2025-03-15,Yes,"Facility A - New Brunswick, NJ",India
PO-11129,ChemPro Solutions,Filtration Media,Manufacturing Consumables,1611,57.5,92632.5,2025-02-10,15,2025-02-25,Yes,"Facility D - Cork, Ireland",India
PO-10949,NovaChem Ltd,Lab Reagents,Lab Supplies,2305,77.55,178752.75,2025-02-10,22,2025-03-05,Yes,"Facility D - Cork, Ireland",China
PO-10200,NovaChem Ltd,Lab Reagents,Lab Supplies,1790,82.26,147245.4,2025-02-10,15,2025-03-12,No,Facility C - Puerto Rico,China
PO-11010,Apex Pharma Materials,Excipients,Raw Materials,724,90.76,65710.24,2025-02-11,19,2025-03-01,Yes,"Facility B - Indianapolis, IN",Switzerland
